#{"t_start": 1663577230.6982, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
15,50,2.432299,0.7,0.7287181185823121
17,50,2.474441,0.66,0.6575471698113208
17,50,2.514839,0.66,0.6812035158891143
9,50,2.541263,0.82,0.8276986951364176
8,50,2.564673,0.84,0.84029401937855
8,50,2.583654,0.84,0.83601756954612
11,50,2.611739,0.78,0.7833070866141733
14,50,2.644025,0.72,0.7528481012658228
16,50,2.678871,0.68,0.7234976367319379
16,50,2.71848,0.68,0.721233312142403
12,50,2.746459,0.76,0.795593635250918
15,50,2.781303,0.7,0.6927651139742319
13,50,2.814001,0.74,0.7653290529695024
16,50,2.851489,0.68,0.6963707064160726
14,50,2.887834,0.72,0.7687753194141477
14,50,2.92024,0.72,0.725
18,50,2.959607,0.64,0.6676328502415458
11,50,2.987258,0.78,0.8102998696219035
12,50,3.017346,0.76,0.8044744100520993
13,50,3.054805,0.74,0.7634645669291339
7,50,3.074602,0.86,0.8864682417919607
13,50,3.107438,0.74,0.7715277777777778
13,50,3.143618,0.74,0.7338828377980571
11,50,3.167461,0.78,0.7890137328339576
10,50,3.190938,0.8,0.8251993620414673
16,50,3.229731,0.68,0.6858447488584475
15,50,3.265244,0.7,0.7374631268436578
11,50,3.292091,0.78,0.7605363984674329
14,50,3.326768,0.72,0.7280919825978869
16,50,3.361533,0.68,0.6838349363946633
9,50,3.388352,0.82,0.8438395415472779
16,50,3.43074,0.68,0.6849779586300441
14,50,3.462417,0.72,0.7019230769230769
12,50,3.492846,0.76,0.753836894372555
10,50,3.519979,0.8,0.8396825396825397
16,50,3.555781,0.68,0.6821963394342762
17,50,3.596276,0.66,0.6565721649484536
12,50,3.626999,0.76,0.7995524296675192
14,50,3.660243,0.72,0.7249922576649117
17,50,3.703846,0.66,0.6796536796536796
12,50,3.735434,0.76,0.7567375886524823
11,50,3.764337,0.78,0.7448519948519948
11,50,3.792808,0.78,0.8350106739859713
16,50,3.827907,0.68,0.7289595758780649
10,50,3.85438,0.8,0.8017521090201168
10,50,3.881992,0.8,0.7870431893687707
13,50,3.915537,0.74,0.7389162561576355
17,50,3.955693,0.66,0.6120443740095087
9,50,3.979183,0.82,0.8258354755784062
