#{"t_start": 1663589804.9957452, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
37,50,102.021929,0.26,0.32166973603437693
40,50,102.283065,0.2,0.2728779840848806
41,50,102.524718,0.18,0.19208461276015013
35,50,102.771824,0.3,0.34887839433293977
43,50,103.017624,0.14,0.16882696046662346
39,50,103.2574,0.22,0.2581477896095515
41,50,103.513527,0.18,0.22280517663518712
39,50,103.756348,0.22,0.29568
45,50,104.019262,0.1,0.11733684904416612
43,50,104.268115,0.14,0.19280380176510523
41,50,104.530091,0.18,0.23191489361702128
42,50,104.792068,0.16,0.19114077669902912
42,50,105.050882,0.16,0.18511326860841423
41,50,105.302982,0.18,0.18575757575757576
32,50,105.535987,0.36,0.3973488522470094
34,50,105.776119,0.32,0.3620902906617192
39,50,106.022599,0.22,0.24338624338624337
41,50,106.276682,0.18,0.22311914756215692
38,50,106.52419,0.24,0.2775834658187599
41,50,106.776163,0.18,0.1896822900283108
35,50,107.028177,0.3,0.3519369665134603
35,50,107.267469,0.3,0.3307820299500832
44,50,107.526598,0.12,0.14741784037558686
44,50,107.777159,0.12,0.13810741687979539
39,50,108.025872,0.22,0.24818721160184576
39,50,108.280747,0.22,0.2572347266881029
41,50,108.535515,0.18,0.2137069547602971
36,50,108.779941,0.28,0.3201267828843106
43,50,109.034939,0.14,0.17348664186675686
42,50,109.286071,0.16,0.1899159663865546
45,50,109.546766,0.1,0.11072362685265912
48,50,109.8138,0.04,0.059736753290583866
48,50,110.082742,0.04,0.05114155251141553
47,50,110.345391,0.06,0.08352217546131434
41,50,110.587648,0.18,0.21764899571946
43,50,110.847565,0.14,0.1684652278177458
44,50,111.115633,0.12,0.12361809045226131
41,50,111.363382,0.18,0.2031002847200253
39,50,111.614617,0.22,0.22987672226250908
41,50,111.863709,0.18,0.1854082998661312
42,50,112.113993,0.16,0.19310111599594185
40,50,112.377195,0.2,0.23347355769230768
42,50,112.637762,0.16,0.20698332809059453
39,50,112.893001,0.22,0.26726427622841964
46,50,113.165102,0.08,0.09744912582401834
40,50,113.411246,0.2,0.2714013950538998
36,50,113.654046,0.28,0.32538104705102716
38,50,113.902632,0.24,0.293297039809459
40,50,114.165062,0.2,0.24191542288557213
42,50,114.421468,0.16,0.17970049916805325
43,50,114.674681,0.14,0.1909636427815037
43,50,114.935813,0.14,0.16962025316455695
40,50,115.205124,0.2,0.24362244897959184
45,50,115.475797,0.1,0.11925999339279815
35,50,115.723485,0.3,0.3036221590909091
43,50,115.981703,0.14,0.17471042471042472
37,50,116.214056,0.26,0.29142684035140864
43,50,116.472731,0.14,0.16198044009779952
44,50,116.734192,0.12,0.1550982800982801
44,50,117.013535,0.12,0.15728021978021978
38,50,117.257276,0.24,0.2678275290215589
41,50,117.515785,0.18,0.20451807228915664
40,50,117.755541,0.2,0.24810293632464533
43,50,118.003662,0.14,0.1760819293029402
43,50,118.256586,0.14,0.16853582554517135
40,50,118.507621,0.2,0.23215413771320279
44,50,118.766532,0.12,0.14124293785310735
40,50,119.02366,0.2,0.2285060477280157
43,50,119.26292,0.14,0.18793706293706294
36,50,119.493505,0.28,0.3624031007751938
40,50,119.728063,0.2,0.26424870466321243
47,50,119.990879,0.06,0.07797716150081566
45,50,120.251969,0.1,0.09923664122137404
43,50,120.492225,0.14,0.1568505889646621
45,50,120.747351,0.1,0.12376237623762376
40,50,121.009514,0.2,0.24463656740313802
37,50,121.253146,0.26,0.30603579011222326
40,50,121.510264,0.2,0.22656734947237742
43,50,121.766696,0.14,0.1775412087912088
43,50,122.021651,0.14,0.1648177496038035
39,50,122.275712,0.22,0.27354570637119113
44,50,122.531612,0.12,0.15834658187599365
42,50,122.867029,0.16,0.18820224719101122
41,50,123.110936,0.18,0.21239220696263175
45,50,123.382917,0.1,0.09854497354497355
42,50,123.656992,0.16,0.18545902649414664
42,50,123.917599,0.16,0.1815412732257082
44,50,124.177146,0.12,0.12770630687166615
42,50,124.427444,0.16,0.17486522911051214
39,50,124.66936,0.22,0.273972602739726
43,50,124.940447,0.14,0.16822429906542055
45,50,125.186904,0.1,0.13129722921914358
42,50,125.446778,0.16,0.21360499507065395
41,50,125.687174,0.18,0.21441441441441442
41,50,125.941076,0.18,0.22389055722389056
40,50,126.201607,0.2,0.25342694750919426
42,50,126.448059,0.16,0.2063953488372093
43,50,126.698635,0.14,0.17300832342449465
39,50,126.94638,0.22,0.2763671875
42,50,127.199716,0.16,0.21695129664769133
38,50,127.449496,0.24,0.2679004854368932
41,50,127.701035,0.18,0.22443966840650906
43,50,127.964755,0.14,0.17004578155657293
41,50,128.219733,0.18,0.21699390656736628
44,50,128.487904,0.12,0.14366998577524892
38,50,128.737994,0.24,0.2819396953683556
41,50,128.994888,0.18,0.23087385243114586
39,50,129.245551,0.22,0.24308637760327756
42,50,129.500926,0.16,0.20080073914382507
47,50,129.747967,0.06,0.06818181818181818
43,50,130.005007,0.14,0.17061611374407584
44,50,130.264712,0.12,0.11036585365853659
40,50,130.506869,0.2,0.24876084262701362
43,50,130.756888,0.14,0.17230975527991954
35,50,130.999324,0.3,0.3174552429667519
43,50,131.254044,0.14,0.17668428005284015
40,50,131.505655,0.2,0.23827077747989275
40,50,131.756902,0.2,0.2123730378578024
47,50,132.031974,0.06,0.08684296441397323
38,50,132.286538,0.24,0.2626903553299492
39,50,132.54357,0.22,0.26310550763105506
46,50,132.806989,0.08,0.09002072845721054
40,50,133.049503,0.2,0.2453125
38,50,133.300101,0.24,0.3128187691261476
38,50,133.544611,0.24,0.293424317617866
45,50,133.798044,0.1,0.11649874055415617
39,50,134.045562,0.22,0.2398921832884097
40,50,134.29906,0.2,0.2119309262166405
43,50,134.561213,0.14,0.14401897661809557
38,50,134.805498,0.24,0.30104230533415083
41,50,135.064414,0.18,0.20103425985778928
43,50,135.316902,0.14,0.1672365557973267
43,50,135.572493,0.14,0.17695070192621612
41,50,135.81472,0.18,0.1851082764758232
42,50,136.070602,0.16,0.1975867269984917
46,50,136.333096,0.08,0.10581841432225064
43,50,136.596743,0.14,0.17607299763433593
47,50,136.858007,0.06,0.07761674718196457
33,50,137.101213,0.34,0.4082109479305741
42,50,137.362685,0.16,0.1972927241962775
40,50,137.62014,0.2,0.2601416613007083
41,50,137.877975,0.18,0.19450726978998384
41,50,138.125278,0.18,0.23343127652628143
44,50,138.372566,0.12,0.16122650840751732
40,50,138.616815,0.2,0.2541871921182266
35,50,138.862483,0.3,0.3351863963374755
44,50,139.122705,0.12,0.1613121406831248
40,50,139.37155,0.2,0.22346368715083798
43,50,139.624681,0.14,0.19137878324671354
40,50,139.865798,0.2,0.23611997447351626
41,50,140.122886,0.18,0.2280986372485399
42,50,140.382905,0.16,0.16993865030674846
44,50,140.643948,0.12,0.15025740025740025
43,50,140.91867,0.14,0.18976683937823835
40,50,141.170866,0.2,0.22253433208489387
39,50,141.43205,0.22,0.2538534130229632
46,50,141.691203,0.08,0.1015923566878981
47,50,141.966581,0.06,0.07931665649786455
44,50,142.238256,0.12,0.13322734499205088
46,50,142.512343,0.08,0.07681465821000705
44,50,142.768327,0.12,0.13352826510721247
45,50,143.028677,0.1,0.1529535864978903
46,50,143.295106,0.08,0.08200180886343081
45,50,143.564615,0.1,0.10129787907565685
43,50,143.823036,0.14,0.1744421906693712
43,50,144.090505,0.14,0.1519925857275255
46,50,144.34383,0.08,0.06881648936170212
46,50,144.606583,0.08,0.10377648142462388
43,50,144.860323,0.14,0.16181930693069307
43,50,145.123475,0.14,0.1780327868852459
40,50,145.361379,0.2,0.21773182957393483
41,50,145.619516,0.18,0.21248805352022937
44,50,145.88457,0.12,0.14343434343434344
37,50,146.132413,0.26,0.2917352650642081
44,50,146.385213,0.12,0.13787262872628725
40,50,146.621912,0.2,0.23072325164375374
43,50,146.877618,0.14,0.1344566712517194
47,50,147.134624,0.06,0.08139142181695373
42,50,147.405338,0.16,0.1774436090225564
39,50,147.658601,0.22,0.2374123645634162
41,50,147.909182,0.18,0.20683579985905567
40,50,148.167051,0.2,0.240381341504937
39,50,148.413937,0.22,0.2462046204620462
40,50,148.668548,0.2,0.26073805202661826
40,50,148.917159,0.2,0.2639240506329114
42,50,149.171578,0.16,0.20198222829801776
37,50,149.420099,0.26,0.29285949325436
41,50,149.675245,0.18,0.20982920878354827
40,50,149.926414,0.2,0.24588045234248787
46,50,150.214045,0.08,0.08413064995051138
49,50,150.483421,0.02,0.028748774910160077
35,50,150.724471,0.3,0.3878125
46,50,150.996031,0.08,0.11278195488721804
43,50,151.251948,0.14,0.1702127659574468
44,50,151.522342,0.12,0.13915326550705612
47,50,151.784498,0.06,0.05425318151373074
45,50,152.045318,0.1,0.11937377690802348
45,50,152.30953,0.1,0.1141396933560477
39,50,152.561783,0.22,0.22959330833573696
45,50,152.826738,0.1,0.13534072900158478
40,50,153.079922,0.2,0.23301272106732857
37,50,153.331342,0.26,0.27294853963838667
46,50,153.607462,0.08,0.10279101429543908
40,50,153.861938,0.2,0.23643649815043158
42,50,154.118844,0.16,0.17322291235334714
43,50,154.370023,0.14,0.15933558904952322
39,50,154.617583,0.22,0.2708333333333333
38,50,154.866589,0.24,0.29381771829190567
37,50,155.123118,0.26,0.27376896872096623
40,50,155.375699,0.2,0.21933534743202418
39,50,155.630446,0.22,0.23954836740921576
41,50,155.892083,0.18,0.2117208672086721
45,50,156.148357,0.1,0.1373663101604278
42,50,156.404903,0.16,0.19220389805097451
44,50,156.664938,0.12,0.14267596702599875
41,50,156.93023,0.18,0.24441388793399793
36,50,157.178921,0.28,0.34411470490163387
42,50,157.42814,0.16,0.1653264715342554
38,50,157.66868,0.24,0.2713855421686747
42,50,157.922941,0.16,0.2046091560261601
43,50,158.161569,0.14,0.15550239234449761
31,50,158.405254,0.38,0.43891254503766786
44,50,158.670497,0.12,0.13748103186646435
39,50,158.92443,0.22,0.2810953480699439
43,50,159.188864,0.14,0.1740139211136891
43,50,159.460649,0.14,0.1526298806066473
41,50,159.718947,0.18,0.22497586095912456
41,50,159.970358,0.18,0.1967741935483871
39,50,160.239409,0.22,0.25444596443228457
