#{"t_start": 1663577230.7067392, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
49,50,141.718792,0.02,0.030252659574468085
50,50,141.970181,0.0,0.0
45,50,142.223857,0.1,0.1265470297029703
46,50,142.481122,0.08,0.1
47,50,142.722121,0.06,0.07550125313283208
47,50,142.987607,0.06,0.07996177126473399
49,50,143.248553,0.02,0.0265993265993266
47,50,143.50607,0.06,0.0707935462627593
49,50,143.752911,0.02,0.030149051490514906
46,50,143.986804,0.08,0.08786610878661087
47,50,144.238734,0.06,0.04332874828060523
50,50,144.477554,0.0,0.0
48,50,144.728378,0.04,0.055037593984962406
47,50,144.968276,0.06,0.07648183556405354
47,50,145.191677,0.06,0.07575757575757576
49,50,145.429566,0.02,0.020088525706503234
45,50,145.662198,0.1,0.1075907590759076
43,50,145.898303,0.14,0.16908650937689051
46,50,146.141848,0.08,0.10126582278481013
43,50,146.379692,0.14,0.18899521531100477
47,50,146.630913,0.06,0.05692662059888121
45,50,146.88706,0.1,0.11537120948065528
43,50,147.146048,0.14,0.1802907915993538
50,50,147.405707,0.0,0.0
50,50,147.655461,0.0,0.0
46,50,147.909068,0.08,0.1153125
49,50,148.164527,0.02,0.03144224196855776
48,50,148.405264,0.04,0.058279370952821465
49,50,148.669327,0.02,0.03216278306531014
49,50,148.922772,0.02,0.03315472203616879
50,50,149.179363,0.0,0.0
47,50,149.430385,0.06,0.08858603066439523
47,50,149.681122,0.06,0.07326218632823767
50,50,149.942125,0.0,0.0
43,50,150.19005,0.14,0.16847657461991933
45,50,150.42642,0.1,0.12100139082058414
45,50,150.671965,0.1,0.14737916950306332
46,50,150.91826,0.08,0.09586929716399507
48,50,151.154812,0.04,0.050724637681159424
49,50,151.392485,0.02,0.01937865272223931
48,50,151.628327,0.04,0.04662698412698413
44,50,151.868819,0.12,0.16061185468451242
45,50,152.115475,0.1,0.11861257355218334
49,50,152.361856,0.02,0.009969788519637462
48,50,152.616908,0.04,0.04699420201403723
47,50,152.865469,0.06,0.08638211382113821
50,50,153.089747,0.0,0.0
